"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 21 13:25:56 BRT 2019","Fri Jun 21 13:26:10 BRT 2019","14152","","angularjs homepage todo list","","angularjs homepage todo list","should add a todo","should add a todo",""
